"","title","code","type","last update of data","last table structure change","data start","data end","values","table_w_code"
"5278","Government final consumption expenditure, volumes","teina031","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Government final consumption expenditure, volumes (teina031)"
"5279","Gross fixed capital formation, volumes","teina041","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross fixed capital formation, volumes (teina041)"
"5280","External balance of goods and services, current prices","teina050","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"External balance of goods and services, current prices (teina050)"
"5281","GDP deflator","teina110","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"GDP deflator (teina110)"
"5282","Gross value added - NACE Rev. 2: TOTAL - current prices","teina400_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: TOTAL - current prices (teina400_r2)"
"5283","Gross value added - NACE Rev. 2: TOTAL - volumes","teina402_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: TOTAL - volumes (teina402_r2)"
"5284","Gross value added - NACE Rev. 2: A - current prices","teina404_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: A - current prices (teina404_r2)"
"5285","Gross value added - NACE Rev. 2: A - volumes","teina406_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: A - volumes (teina406_r2)"
"5286","Gross value added - NACE Rev. 2: B-E - current prices","teina408_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: B-E - current prices (teina408_r2)"
"5287","Gross value added - NACE Rev. 2: B-E - volumes","teina410_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: B-E - volumes (teina410_r2)"
"5288","Gross value added - NACE Rev. 2: C - current prices","teina412_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: C - current prices (teina412_r2)"
"5289","Gross value added - NACE Rev. 2: C - volumes","teina414_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: C - volumes (teina414_r2)"
"5290","Gross value added - NACE Rev. 2: F - current prices","teina416_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: F - current prices (teina416_r2)"
"5291","Gross value added - NACE Rev. 2: F - volumes","teina418_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: F - volumes (teina418_r2)"
"5292","Gross value added - NACE Rev. 2: G-I - current prices","teina420_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: G-I - current prices (teina420_r2)"
"5293","Gross value added - NACE Rev. 2: G-I - volumes","teina422_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: G-I - volumes (teina422_r2)"
"5294","Gross value added - NACE Rev. 2: J - current prices","teina424_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: J - current prices (teina424_r2)"
"5295","Gross value added - NACE Rev. 2: J - volumes","teina426_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: J - volumes (teina426_r2)"
"5296","Gross value added - NACE Rev. 2: K - current prices","teina428_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: K - current prices (teina428_r2)"
"5297","Gross value added - NACE Rev. 2: K - volumes","teina430_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: K - volumes (teina430_r2)"
"5298","Gross value added - NACE Rev. 2: L - current prices","teina432_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: L - current prices (teina432_r2)"
"5299","Gross value added - NACE Rev. 2: L - volumes","teina434_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: L - volumes (teina434_r2)"
"5300","Gross value added - NACE Rev. 2: M_N - current prices","teina436_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: M_N - current prices (teina436_r2)"
"5301","Gross value added - NACE Rev. 2: M_N - volumes","teina438_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: M_N - volumes (teina438_r2)"
"5302","Gross value added - NACE Rev. 2: O-Q - current prices","teina440_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: O-Q - current prices (teina440_r2)"
"5303","Gross value added - NACE Rev. 2: O-Q - volumes","teina442_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: O-Q - volumes (teina442_r2)"
"5304","Gross value added - NACE Rev. 2: R-U - current prices","teina444_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: R-U - current prices (teina444_r2)"
"5305","Gross value added - NACE Rev. 2: R-U - volumes","teina446_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Gross value added - NACE Rev. 2: R-U - volumes (teina446_r2)"
"5306","Compensation of employees - NACE Rev. 2","teina075_r2","table","09.08.2019","09.08.2019","2016Q3","2019Q2",NA,"Compensation of employees - NACE Rev. 2 (teina075_r2)"
"5307","Employment by NACE Rev.2 - percentage change Q/Q-1, SCA","teina310","table","01.08.2019","01.08.2019","2016Q3","2019Q2",NA,"Employment by NACE Rev.2 - percentage change Q/Q-1, SCA (teina310)"
"5308","Employment by NACE Rev.2 - percentage change Q/Q-4, NSA","teina305","table","01.08.2019","01.08.2019","2016Q3","2019Q2",NA,"Employment by NACE Rev.2 - percentage change Q/Q-4, NSA (teina305)"
"5309","Employment by NACE Rev.2 - percentage change Q/Q-4, SCA","teina306","table","01.08.2019","01.08.2019","2016Q3","2019Q2",NA,"Employment by NACE Rev.2 - percentage change Q/Q-4, SCA (teina306)"
"5310","Employment by NACE Rev.2 - percentage change Q/Q-1","tec00108","table","01.08.2019","01.08.2019","2016Q3","2019Q2",NA,"Employment by NACE Rev.2 - percentage change Q/Q-1 (tec00108)"
"5311","Employment by NACE Rev.2 - thousand persons","tec00109","table","01.08.2019","01.08.2019","2016Q3","2019Q2",NA,"Employment by NACE Rev.2 - thousand persons (tec00109)"
"5312","Adjusted gross disposable income of households per capita in PPS","tec00113","table","02.08.2019","02.08.2019","2007","2018",NA,"Adjusted gross disposable income of households per capita in PPS (tec00113)"
"5313","Household saving rate","tec00131","table","26.07.2019","26.07.2019","2007","2018",NA,"Household saving rate (tec00131)"
"5314","Household investment rate","tec00098","table","26.07.2019","26.07.2019","2007","2018",NA,"Household investment rate (tec00098)"
"5315","Gross debt-to-income ratio of households","tec00104","table","26.07.2019","26.07.2019","2007","2018",NA,"Gross debt-to-income ratio of households (tec00104)"
"5316","Investment rate of non-financial corporations","tec00099","table","26.07.2019","26.07.2019","2007","2018",NA,"Investment rate of non-financial corporations (tec00099)"
"5317","Profit share of non-financial corporations","tec00100","table","26.07.2019","26.07.2019","2007","2018",NA,"Profit share of non-financial corporations (tec00100)"
"5318","Gross return on capital employed, before taxes, of non-financial corporations","tec00101","table","26.07.2019","26.07.2019","2007","2018",NA,"Gross return on capital employed, before taxes, of non-financial corporations (tec00101)"
"5319","Net debt-to-income ratio, after taxes, of non-financial corporations","tec00102","table","26.07.2019","26.07.2019","2007","2018",NA,"Net debt-to-income ratio, after taxes, of non-financial corporations (tec00102)"
"5320","Net return on equity, after taxes, of non-financial corporations","tec00103","table","26.07.2019","26.07.2019","2007","2018",NA,"Net return on equity, after taxes, of non-financial corporations (tec00103)"
"5321","Investment by institutional sectors","tec00132","table","26.07.2019","26.07.2019","2007","2018",NA,"Investment by institutional sectors (tec00132)"
"5322","Gross operating surplus and mixed income","tec00015","table","02.08.2019","02.08.2019","2007","2018",NA,"Gross operating surplus and mixed income (tec00015)"
"5323","Net national income","tec00133","table","02.08.2019","02.08.2019","2007","2018",NA,"Net national income (tec00133)"
"5324","Gross national income","teina080","table","02.08.2019","02.08.2019","2016Q2","2019Q1",NA,"Gross national income (teina080)"
"5325","Gross disposable income","teina090","table","02.08.2019","02.08.2019","2016Q2","2019Q1",NA,"Gross disposable income (teina090)"
"5326","Gross saving","teina100","table","02.08.2019","02.08.2019","2016Q2","2019Q1",NA,"Gross saving (teina100)"
"5327","Total general government revenue","tec00021","table","19.07.2019","19.07.2019","2007","2018",NA,"Total general government revenue (tec00021)"
"5328","Total general government expenditure","tec00023","table","19.07.2019","19.07.2019","2007","2018",NA,"Total general government expenditure (tec00023)"
"5329","Taxes on production and imports","tec00020","table","19.07.2019","19.07.2019","2007","2018",NA,"Taxes on production and imports (tec00020)"
"5330","Current taxes on income, wealth, etc.","tec00018","table","19.07.2019","19.07.2019","2007","2018",NA,"Current taxes on income, wealth, etc. (tec00018)"
"5331","Net Social contributions","tec00019","table","19.07.2019","19.07.2019","2007","2018",NA,"Net Social contributions (tec00019)"
"5332","Social benefits (other than social transfers in kind) paid by general government","tec00026","table","19.07.2019","19.07.2019","2007","2018",NA,"Social benefits (other than social transfers in kind) paid by general government (tec00026)"
"5333","General government gross fixed capital formation","tec00022","table","19.07.2019","19.07.2019","2007","2018",NA,"General government gross fixed capital formation (tec00022)"
"5334","General government output","tec00017","table","19.07.2019","19.07.2019","2007","2018",NA,"General government output (tec00017)"
"5335","General government deficit/surplus","tec00127","table","15.07.2019","15.07.2019","2007","2018",NA,"General government deficit/surplus (tec00127)"
"5336","General government gross debt","sdg_17_40","table","15.07.2019","15.07.2019","2000","2018",NA,"General government gross debt (sdg_17_40)"
"5337","General government gross fixed capital formation - annual data","teina210","table","15.07.2019","15.07.2019","2007","2018",NA,"General government gross fixed capital formation - annual data (teina210)"
"5338","General government deficit (-) and surplus (+) - quarterly data","teina205","table","19.07.2019","19.07.2019","2016Q2","2019Q1",NA,"General government deficit (-) and surplus (+) - quarterly data (teina205)"
"5339","General government gross debt - quarterly data","teina230","table","19.07.2019","19.07.2019","2016Q2","2019Q1",NA,"General government gross debt - quarterly data (teina230)"
"5340","ECU/EUR exchange rates versus national currencies","tec00033","table","17.07.2019","17.07.2019","2007","2018",NA,"ECU/EUR exchange rates versus national currencies (tec00033)"
"5341","Euro/national currency exchange rates","teimf200","table","09.08.2019","09.08.2019","2018M08","2019M07",NA,"Euro/national currency exchange rates (teimf200)"
"5342","Real effective exchange rate - 42 trading partners","teimf250","table","26.07.2019","26.07.2019","2018M07","2019M06",NA,"Real effective exchange rate - 42 trading partners (teimf250)"
"5343","Euro yield curve by maturity (1, 5 and 10 years)","teimf060","table","06.08.2019","06.08.2019","2018M08","2019M07",NA,"Euro yield curve by maturity (1, 5 and 10 years) (teimf060)"
"5344","EMU convergence criterion series - annual data","tec00097","table","17.07.2019","17.07.2019","2007","2018",NA,"EMU convergence criterion series - annual data (tec00097)"
"5345","Long term government bond yields","teimf050","table","17.07.2019","17.07.2019","2018M07","2019M06",NA,"Long term government bond yields (teimf050)"
"5346","Day-to-day money market interest rates","teimf100","table","17.07.2019","17.07.2019","2018M07","2019M06",NA,"Day-to-day money market interest rates (teimf100)"
"5347","3-month-interest rate","teimf040","table","17.07.2019","17.07.2019","2018M07","2019M06",NA,"3-month-interest rate (teimf040)"
"5348","Short-term interest rates: Day-to-day money rates","tec00034","table","17.07.2019","17.07.2019","2007","2018",NA,"Short-term interest rates: Day-to-day money rates (tec00034)"
"5349","Short-term interest rates: three-month interbank rates","tec00035","table","17.07.2019","17.07.2019","2007","2018",NA,"Short-term interest rates: three-month interbank rates (tec00035)"
"5350","HICP - all items - annual average indices","tec00027","table","01.08.2019","01.08.2019","2007","2018",NA,"HICP - all items - annual average indices (tec00027)"
"5351","HICP - inflation rate","tec00118","table","01.08.2019","01.08.2019","2007","2018",NA,"HICP - inflation rate (tec00118)"
"5352","HICP - all items","teicp000","table","01.08.2019","01.08.2019","2018M08","2019M07",NA,"HICP - all items (teicp000)"
"5353","HICP - food","teicp010","table","01.08.2019","01.08.2019","2018M07","2019M06",NA,"HICP - food (teicp010)"
"5354","HICP - alcohol and tobacco","teicp020","table","01.08.2019","01.08.2019","2018M07","2019M06",NA,"HICP - alcohol and tobacco (teicp020)"
"5355","HICP - clothing","teicp030","table","01.08.2019","01.08.2019","2018M07","2019M06",NA,"HICP - clothing (teicp030)"
"5356","HICP - housing","teicp040","table","01.08.2019","01.08.2019","2018M07","2019M06",NA,"HICP - housing (teicp040)"
